AccidentID,Collision_Date,Year,Month,Weekday,Hour,Collision Type,How Collision Occurred,Injury Severity,Division,Ward,Intersection,OperatorDistracted,OperatorImpaired
2011130161,2020-11-13,2020,Nov,Friday,1600,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,4,Golf Links Rd / Harrison Rd,0,0
2011130194,2020-11-13,2020,Nov,Friday,1900,Single Vehicle,Single Vehicle,No Injury,West,3,Main Av / Mabel St,1,0
2011130211,2020-11-13,2020,Nov,Friday,2000,Vehicle / Vehicle,Left Turn,No Injury,South,1,Irvington Rd / Landing Center Dr,0,0
2011130186,2020-11-13,2020,Nov,Friday,1800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Oracle Rd / Wetmore Rd,1,1
2011130162,2020-11-13,2020,Nov,Friday,1600,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,Avenida Regulo / Mann Av / Golf Links Rd,1,1
2011130148,2020-11-13,2020,Nov,Friday,1500,Vehicle / Vehicle,Left Turn,Possible Injury,West,3,Main Av / Speedway Bl,1,0
2011130176,2020-11-13,2020,Nov,Friday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,1,Congress St / Granada Av,1,0
2011130198,2020-11-13,2020,Nov,Friday,1900,Vehicle / Vehicle,Rear-End (Front To Back),Unknown Injury,East,2,Broadway Bl / Camino Seco,1,0
2011140167,2020-11-14,2020,Nov,Saturday,2000,Single Vehicle,Single Vehicle,No Injury,Midtown,6,Elm St E,1,1
2011140086,2020-11-14,2020,Nov,Saturday,1100,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,6,Euclid Av / Speedway Bl,0,0
2011140156,2020-11-14,2020,Nov,Saturday,1900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,2,22nd St / Kolb Rd,0,1
2011140174,2020-11-14,2020,Nov,Saturday,2100,Vehicle / Vehicle,Angle (Front To Side),No Injury,East,2,22nd St / Kolb Rd,0,0
2011140176,2020-11-14,2020,Nov,Saturday,2000,Vehicle / Vehicle,Left Turn,No Injury,Midtown,4,29th St / Craycroft Rd,0,0
2011140101,2020-11-14,2020,Nov,Saturday,1400,Vehicle / Vehicle,Left Turn,No Injury,East,2,Pantano Rd / Wrightstown Rd,0,0
2011140157,2020-11-14,2020,Nov,Saturday,1800,Vehicle / Vehicle,Angle (Front To Side),No Injury,East,2,Kenyon Terrace Dr / Camino Seco,0,0
2011140170,2020-11-14,2020,Nov,Saturday,2100,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,1,Headley Rd / Valencia Rd,0,0
2011140042,2020-11-14,2020,Nov,Saturday,0600,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,Speedway Bl / Rosemont Bl,0,0
2011140081,2020-11-14,2020,Nov,Saturday,1000,Vehicle / Vehicle,Head-On (Front To Front),No Injury,East,4,S Primrose St,1,0
2011140164,2020-11-14,2020,Nov,Saturday,2000,Vehicle / Vehicle,Head-On (Front To Front),No Injury,West,3,Prince Rd / I10 Frontage Rd / Freeway,1,0
2011140137,2020-11-14,2020,Nov,Saturday,1700,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,Old Spanish Tr / Harrison Rd,0,0
2011140193,2020-11-14,2020,Nov,Saturday,2200,Single Vehicle,Single Vehicle,No Injury,Midtown,5,Bristol Av S,1,0
2011140091,2020-11-14,2020,Nov,Saturday,1200,Vehicle / Vehicle,Left Turn,No Injury,West,3,Oracle Rd / Limberlost Dr,0,0
2011140098,2020-11-14,2020,Nov,Saturday,1300,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,West,3,Prince Rd / I10 Frontage Rd / Freeway,0,0
2011140169,2020-11-14,2020,Nov,Saturday,2100,Single Vehicle,Single Vehicle,No Injury,West,3,Grant Rd / Stone Av,0,0
2011140204,2020-11-14,2020,Nov,Saturday,2200,Single Vehicle,Single Vehicle,No Injury,South,5,E Hildago Vista,1,1
2011150092,2020-11-15,2020,Nov,Sunday,1100,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,5,Alvernon Wy / Benson Hy,0,0
2011150049,2020-11-15,2020,Nov,Sunday,0600,Single Vehicle,Single Vehicle,Unknown Injury,West,6,Campbell Av / Broadway Bl / Kino Pw,1,0
2011150131,2020-11-15,2020,Nov,Sunday,1500,Vehicle / Motorcycle,Left Turn,Incapacitating Injury,West,6,Euclid Av / Adams St,1,0
2011150155,2020-11-15,2020,Nov,Sunday,1800,Vehicle / Vehicle,Left Turn,Possible Injury,Midtown,5,22nd St / Country Club Rd,0,0
2011150161,2020-11-15,2020,Nov,Sunday,1800,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,South,1,Valencia Rd / 12th Av,1,0
2011150178,2020-11-15,2020,Nov,Sunday,2100,Vehicle / Vehicle,Rear-End (Front To Back),Unknown Injury,West,6,Campbell Av / Speedway Bl,1,0
2011150082,2020-11-15,2020,Nov,Sunday,0900,Vehicle / Motorcycle,Left Turn,Incapacitating Injury,South,1,Valencia Rd / Calle Santa Cruz / I19 Frontage Rd,1,0
2011150137,2020-11-15,2020,Nov,Sunday,1600,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,4,Pantano Rd / Golf Links Rd,0,1
2011150169,2020-11-15,2020,Nov,Sunday,1900,Vehicle / Vehicle,Left Turn,No Injury,South,5,Nogales Hy / Irvington Rd / 6th Av,0,0
2011150081,2020-11-15,2020,Nov,Sunday,1000,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,Santa Clara Av / Valencia Rd,1,1
2011150090,2020-11-15,2020,Nov,Sunday,1100,Motorcycle / Pedestrian,Unknown,Incapacitating Injury,Midtown,6,Columbus Bl / 22nd St,1,0
2011150097,2020-11-15,2020,Nov,Sunday,1200,Vehicle / Motorcycle,"Sideswipe, Same Direction",Unknown Injury,West,1,Silverbell Rd / Lester St,1,0
2011150157,2020-11-15,2020,Nov,Sunday,1800,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,South,5,Alvernon Wy / Benson Hy,0,0
2011150175,2020-11-15,2020,Nov,Sunday,2000,Single Vehicle,Single Vehicle,Incapacitating Injury,South,5,Benson Hy / Tucson Bl / Irvington Rd,1,0
2011160079,2020-11-16,2020,Nov,Monday,0900,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,Midtown,6,Swan Rd / Speedway Bl,1,0
2011160199,2020-11-16,2020,Nov,Monday,1600,Single Vehicle,Single Vehicle,No Injury,Midtown,6,Douglas St / Beverly St / Craycroft Rd,0,1
2011160166,2020-11-16,2020,Nov,Monday,1500,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,West,3,Lee St,0,0
2011160225,2020-11-16,2020,Nov,Monday,1900,Vehicle / Pedestrian,Unknown,Non-Incapacitating Injury,South,5,District St / 6th Av,1,0
2011160092,2020-11-16,2020,Nov,Monday,1000,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Campbell Av / Benson Hy,0,0
2011160048,2020-11-16,2020,Nov,Monday,0700,Vehicle / Vehicle,Left Turn,No Injury,West,3,Campbell Av / River Rd,1,0
2011160071,2020-11-16,2020,Nov,Monday,0800,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,Midtown,5,Alvernon Wy / 22nd St,0,0
2011160194,2020-11-16,2020,Nov,Monday,1600,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,5,S 4th Av,0,0
2011160159,2020-11-16,2020,Nov,Monday,1400,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,East,2,22nd St / Prudence Rd,1,0
2011160195,2020-11-16,2020,Nov,Monday,1600,Vehicle / Vehicle,Left Turn,No Injury,East,2,Broadway Bl / Harrison Rd,1,0
2011160255,2020-11-16,2020,Nov,Monday,2300,Single Vehicle,Single Vehicle,No Injury,West,1,Speedway Bl / Camino Santiago,1,1
2011160228,2020-11-16,2020,Nov,Monday,1900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,2,Wilmot Rd / Broadway Bl,1,0
2011160067,2020-11-16,2020,Nov,Monday,0800,Vehicle / Vehicle,Angle (Front To Side),No Injury,East,4,Valencia Rd / Kolb Rd,0,0
2011170031,2020-11-17,2020,Nov,Tuesday,0600,Vehicle / Vehicle,Left Turn,No Injury,South,5,Alvernon Wy / Shadow Branch Dr,0,0
2011170038,2020-11-17,2020,Nov,Tuesday,0600,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,South,5,Irvington Rd / Campbell Av,1,0
2011170199,2020-11-17,2020,Nov,Tuesday,1600,Vehicle / Vehicle,"Sideswipe, Same Direction",Possible Injury,Midtown,3,Grant Rd / Alvernon Wy,0,0
2011170204,2020-11-17,2020,Nov,Tuesday,1700,Vehicle / Bicycle,Unknown,Non-Incapacitating Injury,West,1,Granada Av / Saint Marys Rd,1,0
2011170209,2020-11-17,2020,Nov,Tuesday,1800,Vehicle / Pedestrian,Unknown,Possible Injury,East,2,Pantano Rd / Broadway Bl,0,0
2011170252,2020-11-17,2020,Nov,Tuesday,2000,Vehicle / Vehicle,Left Turn,No Injury,West,1,Grande Av / Speedway Bl,0,0
2011170181,2020-11-17,2020,Nov,Tuesday,1600,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,West,3,Estrella Av,1,0
2011170182,2020-11-17,2020,Nov,Tuesday,1600,Vehicle / Vehicle,Angle (Front To Side),No Injury,East,2,Speedway Bl / Sarnoff Dr / Button Willow Rd,1,0
2011170153,2020-11-17,2020,Nov,Tuesday,1300,Single Vehicle,Single Vehicle,Possible Injury,South,5,42nd St / 10th Av,0,0
2011170171,2020-11-17,2020,Nov,Tuesday,1500,Vehicle / Vehicle,Left Turn,No Injury,West,3,Sun Tran Bl N,0,0
2011160114,2020-11-17,2020,Nov,Tuesday,1300,Vehicle / Vehicle,Left Turn,Possible Injury,South,5,Benson Hy / Park Av,0,0
2011170119,2020-11-17,2020,Nov,Tuesday,1200,Vehicle / Bicycle,Unknown,Possible Injury,South,5,Ajo Wy / Park Av,1,0
2011170124,2020-11-17,2020,Nov,Tuesday,1200,Vehicle / Vehicle,Left Turn,Possible Injury,West,3,Grant Rd / 1st Av,0,0
2011170172,2020-11-17,2020,Nov,Tuesday,1500,Vehicle / Vehicle,Left Turn,No Injury,East,2,Sabino Canyon Rd / Kolb Rd,0,0
2011170207,2020-11-17,2020,Nov,Tuesday,1700,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,Midtown,6,Alvernon Wy / 29th St / 32nd St,0,0
2011170232,2020-11-17,2020,Nov,Tuesday,1900,Vehicle / Vehicle,Left Turn,No Injury,East,2,22nd St / Camino Seco,0,0
2011170256,2020-11-17,2020,Nov,Tuesday,2100,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,1,Freeway / Saint Marys Rd,1,0
2011170047,2020-11-17,2020,Nov,Tuesday,0700,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,Midtown,6,N Jones Bl,0,0
2011170162,2020-11-17,2020,Nov,Tuesday,1500,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,1,Freeway / Saint Marys Rd,0,0
2011180115,2020-11-18,2020,Nov,Wednesday,1200,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,South,5,Nogales Hy / Olive St,0,0
2011180046,2020-11-18,2020,Nov,Wednesday,0700,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,Midtown,5,Alvernon Wy / 22nd St,1,0
2011180074,2020-11-18,2020,Nov,Wednesday,1000,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,Midtown,6,Swan Rd / 22nd St,0,0
2011180213,2020-11-18,2020,Nov,Wednesday,1700,Vehicle / Vehicle,Left Turn,No Injury,South,1,Greasewood Rd / Starr Pass Bl,0,0
2011180214,2020-11-18,2020,Nov,Wednesday,1700,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,Midtown,3,Grant Rd / Alvernon Wy,0,0
2011190001,2020-11-18,2020,Nov,Wednesday,2300,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,East,2,22nd St / Wilmot Rd,1,1
2011180181,2020-11-18,2020,Nov,Wednesday,1500,Vehicle / Vehicle,Rear-End (Front To Back),Unknown Injury,West,6,Mountain Av / Speedway Bl,1,0
2011180225,2020-11-18,2020,Nov,Wednesday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Prince Rd / Flowing Wells Rd,0,0
2011180103,2020-11-18,2020,Nov,Wednesday,1100,Vehicle / Vehicle,Left Turn,Possible Injury,South,5,Benson Hy / Park Av,0,0
2011180207,2020-11-18,2020,Nov,Wednesday,1700,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,East,4,Valencia Rd / Kolb Rd,0,0
2011190055,2020-11-19,2020,Nov,Thursday,0900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Miracle Mile / 14th Av,0,0
2011190197,2020-11-19,2020,Nov,Thursday,1800,Vehicle / Vehicle,Angle (Front To Side),No Injury,East,2,Jessica Av,0,0
2011190211,2020-11-19,2020,Nov,Thursday,1900,Vehicle / Vehicle,Left Turn,No Injury,East,2,Broadway Bl / Harrison Rd,0,0
2011190014,2020-11-19,2020,Nov,Thursday,0100,Vehicle / Vehicle,Left Turn,No Injury,West,3,Balboa Av,0,0
2011190073,2020-11-19,2020,Nov,Thursday,0900,Vehicle / Vehicle,Unknown,No Injury,South,5,19th St W,0,0
2011190169,2020-11-19,2020,Nov,Thursday,1600,Vehicle / Vehicle,"Sideswipe, Opposite Direction",Possible Injury,East,6,Lee St E,0,0
2011190173,2020-11-19,2020,Nov,Thursday,1600,Vehicle / Vehicle,Left Turn,Possible Injury,South,1,Starr Pass Bl / Farmington Rd,0,0
2011190168,2020-11-19,2020,Nov,Thursday,1600,Vehicle / Vehicle,Left Turn,No Injury,West,3,Oracle Rd / Wetmore Rd,1,0
2011190172,2020-11-19,2020,Nov,Thursday,1600,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,Fairview Av / Grant Rd,0,0
2011190228,2020-11-19,2020,Nov,Thursday,2100,Vehicle / Vehicle,"Sideswipe, Same Direction",Unknown Injury,East,2,30th St / Calle Marte / Kolb Rd,1,0
2011190232,2020-11-19,2020,Nov,Thursday,2100,Vehicle / Vehicle,Head-On (Front To Front),Non-Incapacitating Injury,South,5,S Plumer Av,0,1
2011190164,2020-11-19,2020,Nov,Thursday,1500,Vehicle / Vehicle,Left Turn,No Injury,West,3,Fairview Av / Grant Rd,0,0
2011190105,2020-11-19,2020,Nov,Thursday,1200,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Nogales Hy / Bilby Rd,1,0
2011190212,2020-11-19,2020,Nov,Thursday,1900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Reno Av N,1,0
2011200234,2020-11-20,2020,Nov,Friday,2100,Single Vehicle,Single Vehicle,Possible Injury,East,2,22nd St / Camino Seco,0,1
2011210006,2020-11-20,2020,Nov,Friday,2300,Single Vehicle,Single Vehicle,No Injury,East,4,Houghton Rd / Via Del Mar,1,0
2011200070,2020-11-20,2020,Nov,Friday,0900,Single Vehicle,Single Vehicle,Unknown Injury,Midtown,3,Florence Dr E,1,0
2011200107,2020-11-20,2020,Nov,Friday,1100,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,1,W Elvira Rd,0,0
2011200166,2020-11-20,2020,Nov,Friday,1500,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,West,3,Campbell Av / River Rd,1,0
2011200213,2020-11-20,2020,Nov,Friday,1800,Vehicle / Pedestrian,Left Turn,Fatal Injury,South,5,Bilby Rd / 12th Av / Santa Rosa St,1,0
2011200229,2020-11-20,2020,Nov,Friday,2000,Vehicle / Vehicle,Left Turn,No Injury,West,6,6th St / Euclid Av,0,0
2011200239,2020-11-20,2020,Nov,Friday,2100,Single Vehicle,Single Vehicle,Possible Injury,South,5,Campbell Av / Benson Hy,1,0
2011200015,2020-11-20,2020,Nov,Friday,0100,Vehicle / Vehicle,"Sideswipe, Opposite Direction",Unknown Injury,West,6,Euclid Av / Speedway Bl,1,1
2011200141,2020-11-20,2020,Nov,Friday,1400,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,6,9th St / Campbell Av,1,0
2011200169,2020-11-20,2020,Nov,Friday,1500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Iroquois Av / Prince Rd,0,0
2011200177,2020-11-20,2020,Nov,Friday,1600,Vehicle / Motorcycle,Rear-End (Front To Back),Possible Injury,South,1,Ajo Wy / Freedom Dr,0,0
2011200226,2020-11-20,2020,Nov,Friday,2000,Vehicle / Vehicle,Left Turn,No Injury,West,3,E Limberlost Dr,0,0
2011210016,2020-11-21,2020,Nov,Saturday,0000,Single Vehicle,Single Vehicle,No Injury,South,5,Valencia Rd / Country Club Rd,1,1
2011210083,2020-11-21,2020,Nov,Saturday,1000,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,Midtown,6,E San Carlos Pl S,1,0
2011210144,2020-11-21,2020,Nov,Saturday,1500,Single Vehicle,Single Vehicle,Possible Injury,Midtown,6,Camino Miramonte / 5th St,1,0
2011210146,2020-11-21,2020,Nov,Saturday,1600,Single Vehicle,Single Vehicle,Possible Injury,East,4,Research Lp / Pantano Rd,0,1
2011210168,2020-11-21,2020,Nov,Saturday,1800,Vehicle / Pedestrian,Unknown,Fatal Injury,East,2,Golf Links Rd / Golf Links Ci,1,0
2011210174,2020-11-21,2020,Nov,Saturday,1800,Vehicle / Vehicle,Rear-End (Front To Back),Fatal Injury,East,2,Vicksburg St E,1,0
2011210058,2020-11-21,2020,Nov,Saturday,0800,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,Broadway Bl / Houghton Rd,0,0
2011210062,2020-11-21,2020,Nov,Saturday,0900,Vehicle / Vehicle,Left Turn,Unknown Injury,Midtown,6,Country Club Rd / 3rd St,1,0
2011210073,2020-11-21,2020,Nov,Saturday,1000,Vehicle / Vehicle,Left Turn,Unknown Injury,West,3,River Rd / 1st Av,0,0
2011210112,2020-11-21,2020,Nov,Saturday,1300,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,South,1,22nd St / Freeway Rd / Freeway,1,0
2011210190,2020-11-21,2020,Nov,Saturday,2000,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,3,Stone Lp / River Rd / Stone Av,0,1
2011210028,2020-11-21,2020,Nov,Saturday,0200,Single Vehicle,Single Vehicle,Incapacitating Injury,West,1,I10 Frontage Rd / Grant Rd,1,0
2011210154,2020-11-21,2020,Nov,Saturday,1700,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,5,Bantam Rd / Campbell Av,0,0
2011210175,2020-11-21,2020,Nov,Saturday,1800,Vehicle / Pedestrian,Unknown,Possible Injury,South,1,Commerce Ct / Valencia Rd,1,1
2011210032,2020-11-21,2020,Nov,Saturday,0300,Vehicle / Vehicle,Angle (Front To Side),Unknown Injury,South,1,San Juan Tr,1,0
2011210065,2020-11-21,2020,Nov,Saturday,0900,Vehicle / Vehicle,Left Turn,Possible Injury,East,2,Prudence Rd / Broadway Bl,1,0
2011210150,2020-11-21,2020,Nov,Saturday,1700,Vehicle / Bicycle,Unknown,Non-Incapacitating Injury,East,4,Golf Links Rd / Calle Polar,0,0
2011210025,2020-11-21,2020,Nov,Saturday,0100,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,1,President St / 12th Av,0,0
2011210078,2020-11-21,2020,Nov,Saturday,1000,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,Midtown,4,Kolb Rd / Irvington Rd,0,0
2011210110,2020-11-21,2020,Nov,Saturday,1300,Single Motorcycle,Single Vehicle,Non-Incapacitating Injury,West,3,N Fontana Av,0,0
2011210133,2020-11-21,2020,Nov,Saturday,1500,Vehicle / Vehicle,Left Turn,Unknown Injury,West,3,Grant Rd / 1st Av,1,0
2011210138,2020-11-21,2020,Nov,Saturday,1500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,2,Broadway Bl / Avenida De San Ramon / Melville Av,0,0
2011210161,2020-11-21,2020,Nov,Saturday,1700,Vehicle / Pedestrian,Unknown,Incapacitating Injury,South,1,S Chess Av,1,0
2011220093,2020-11-22,2020,Nov,Sunday,1200,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,3,Miracle Mile / El Burrito Av,1,0
2011220172,2020-11-22,2020,Nov,Sunday,1800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,4,Baja Stone Av S,0,0
2011220050,2020-11-22,2020,Nov,Sunday,0600,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,1st Av / Prince Rd,1,0
2011220167,2020-11-22,2020,Nov,Sunday,1700,Vehicle / Vehicle,Left Turn,Possible Injury,East,4,Old Vail Rd / Houghton Rd,0,0
2011220154,2020-11-22,2020,Nov,Sunday,1700,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,1,Santa Clara Av / Drexel Rd,0,0
2011220205,2020-11-22,2020,Nov,Sunday,2100,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,Speedway Bl / Richey Bl,0,0
2011230110,2020-11-23,2020,Nov,Monday,1200,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,South,5,Park Av / 22nd St,0,0
2011230158,2020-11-23,2020,Nov,Monday,1500,Vehicle / Vehicle,Left Turn,No Injury,South,1,Ajo Hy / Ajo Wy / Opha Rd / La Cholla Bl,0,0
2011230058,2020-11-23,2020,Nov,Monday,0700,Vehicle / Vehicle,Left Turn,No Injury,West,1,Speedway Bl / Silverbell Rd,1,0
2011230123,2020-11-23,2020,Nov,Monday,1300,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,4,Irvington Rd / Houghton Rd,1,0
2011230188,2020-11-23,2020,Nov,Monday,1800,Vehicle / Pedestrian,Unknown,Incapacitating Injury,East,2,22nd St / Prudence Rd,1,0
2011230062,2020-11-23,2020,Nov,Monday,0800,Vehicle / Vehicle,Left Turn,Possible Injury,Midtown,4,Golf Links Rd / Sahuara Av,1,0
2011230178,2020-11-23,2020,Nov,Monday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,3,Grant Rd / Campbell Av,0,0
2011230035,2020-11-23,2020,Nov,Monday,0700,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,Miracle Mile / Flowing Wells Rd,0,0
2011230160,2020-11-23,2020,Nov,Monday,1600,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,3,Prince Rd / Runway Dr,1,0
2011230162,2020-11-23,2020,Nov,Monday,1600,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,4,Golf Links Rd / Houghton Rd,1,0
2011230177,2020-11-23,2020,Nov,Monday,1800,Vehicle / Pedestrian,Unknown,Incapacitating Injury,West,1,Grant Rd / Silverbell Rd / Ironwood Hill Dr,1,0
2011230100,2020-11-23,2020,Nov,Monday,1100,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,East,6,22nd St / Alamo Av,1,0
2011230126,2020-11-23,2020,Nov,Monday,1300,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,West,6,Broadway Bl / Arizona Av,0,0
2011230092,2020-11-23,2020,Nov,Monday,1100,Single Vehicle,Single Vehicle,Possible Injury,Midtown,6,Sycamore Bl / Grant Rd,1,0
2011230124,2020-11-23,2020,Nov,Monday,1300,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,Midtown,3,Grant Rd / Elaine Bl,0,0
2011230136,2020-11-23,2020,Nov,Monday,1400,Vehicle / Vehicle,Left Turn,No Injury,West,3,Oracle Rd / Blacklidge Dr,1,0
2011230143,2020-11-23,2020,Nov,Monday,1400,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Euclid Av / 22nd St,0,0
2011230175,2020-11-23,2020,Nov,Monday,1700,Vehicle / Vehicle,Left Turn,Possible Injury,Midtown,2,Swan Rd / Glenn St,0,0
2011240114,2020-11-24,2020,Nov,Tuesday,1200,Single Vehicle,Single Vehicle,No Injury,Midtown,6,10th St / Craycroft Rd,1,0
2011240129,2020-11-24,2020,Nov,Tuesday,1300,Vehicle / Vehicle,Left Turn,Possible Injury,West,3,Buddy Ln / 1st Av,1,0
2011240015,2020-11-24,2020,Nov,Tuesday,0100,Vehicle / Pedestrian,Unknown,Fatal Injury,South,5,12th Av / Nebraska St,1,0
2011240203,2020-11-24,2020,Nov,Tuesday,1900,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,3,1st Av / Roger Rd,1,1
2011240221,2020-11-24,2020,Nov,Tuesday,2200,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,Speedway Bl / Howard Bl,1,1
2011240037,2020-11-24,2020,Nov,Tuesday,0700,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,5,Valencia Rd / Tucson Bl,0,0
2011240116,2020-11-24,2020,Nov,Tuesday,1300,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,3,Prince Rd / Campbell Av,1,0
2011240187,2020-11-24,2020,Nov,Tuesday,1900,Vehicle / Vehicle,Left Turn,No Injury,West,1,Speedway Bl / I10 Frontage Rd / Freeway,0,0
2011240091,2020-11-24,2020,Nov,Tuesday,1000,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,Swan Rd / 22nd St,1,0
2011240067,2020-11-24,2020,Nov,Tuesday,0800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,4,E Stella Rd,1,0
2011240087,2020-11-24,2020,Nov,Tuesday,1000,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,South,5,Madison Sv S,0,0
2011240103,2020-11-24,2020,Nov,Tuesday,1100,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,E Paseo Grande,1,0
2011250114,2020-11-25,2020,Nov,Wednesday,1200,Vehicle / Vehicle,Left Turn,Possible Injury,West,6,Broadway Bl / Church Av,1,0
2011250132,2020-11-25,2020,Nov,Wednesday,1300,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,6,E Helen St,0,0
2011250221,2020-11-25,2020,Nov,Wednesday,2000,Vehicle / Vehicle,Left Turn,Possible Injury,Midtown,4,Craycroft Rd / Golf Links Rd,0,0
2011250009,2020-11-25,2020,Nov,Wednesday,0000,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,3,Stone Av / Yavapai Rd,0,1
2011250077,2020-11-25,2020,Nov,Wednesday,1000,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,Speedway Bl / Alvernon Wy,0,0
2011250183,2020-11-25,2020,Nov,Wednesday,1600,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,Midtown,6,Columbus Bl / Speedway Bl,0,0
2011250185,2020-11-25,2020,Nov,Wednesday,1600,Vehicle / Vehicle,Unknown,No Injury,East,2,Brown St / Old Spanish Tr,0,0
2011250127,2020-11-25,2020,Nov,Wednesday,1200,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,Midvale Park Rd / Irvington Rd,0,0
2011250157,2020-11-25,2020,Nov,Wednesday,1400,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,Grant Rd / Rosemont Bl,0,0
2011250220,2020-11-25,2020,Nov,Wednesday,2000,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,Prince Rd / I10 Frontage Rd / Freeway,0,0
2011250149,2020-11-25,2020,Nov,Wednesday,1400,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,South,5,Fair St / Park Av,0,0
